"","NAME","REGION","DISTRICT","review.point","score"
"545","Talisker","HIGH","SKYE","p.gold",0
"546","Tamdhu","HIGH","SPEY","p.gold",0
"547","Tamnavulin","HIGH","SPEY","p.gold",0
"548","Teaninich","HIGH","NORTH","p.gold",0
"549","Tobermory","HIGH","MULL","p.gold",0
"550","Tomatin","HIGH","SPEY","p.gold",0
"551","Tomintoul","HIGH","SPEY","p.gold",0
"552","Tormore","HIGH","SPEY","p.gold",0
"553","Tullibardine","HIGH","MIDLAND","p.gold",0
"554","","","","p.gold",NA
"555","","","","p.gold",10
"556","Aberfeldy","HIGH","MIDLAND","gold",0
"557","Aberlour","HIGH","SPEY","gold",0
"558","Ardberg","ISLAY","SOUTH","gold",0
"559","Ardmore","HIGH","SPEY","gold",0
"560","Auchentoshan","LOW","WEST","gold",0
"561","Aultmore","HIGH","SPEY","gold",0
"562","Balblair","HIGH","NORTH","gold",0
"563","Balmenach","HIGH","SPEY","gold",0
"564","Balvenie","HIGH","SPEY","gold",0
"565","Banff","HIGH","SPEY","gold",0
"566","Ben Nevis","HIGH","WEST","gold",0
"567","Benriach","HIGH","SPEY","gold",1
"568","Benrinnes","HIGH","SPEY","gold",0
"569","Benromach","HIGH","SPEY","gold",0
"570","Bladnoch","LOW","BORDERS","gold",0
"571","Blair Athol","HIGH","MIDLAND","gold",0
"572","Bowmore","ISLAY","LOCH","gold",0
"573","Brackla","HIGH","SPEY","gold",0
"574","Bruichladdich","ISLAY","LOCH","gold",0
"575","Bunnahabhain","ISLAY","NORTH","gold",1
"576","Caol Ila","ISLAY","NORTH","gold",0
"577","Caperdonich","HIGH","SPEY","gold",0
"578","Cardhu","HIGH","SPEY","gold",0
"579","Clynelish","HIGH","NORTH","gold",0
"580","Coleburn","HIGH","SPEY","gold",0
"581","Convalmore","HIGH","SPEY","gold",0
"582","Cragganmore","HIGH","SPEY","gold",1
"583","Craigellachie","HIGH","SPEY","gold",0
"584","Dailuaine","HIGH","SPEY","gold",1
"585","Dallas Dhu","HIGH","SPEY","gold",0
"586","Dalmore","HIGH","NORTH","gold",0
"587","Dalwhinnie","HIGH","SPEY","gold",1
"588","Deanston","HIGH","MIDLAND","gold",0
"589","Dufftown","HIGH","SPEY","gold",0
"590","Edradour","HIGH","MIDLAND","gold",1
"591","Fettercairn","HIGH","EAST","gold",0
"592","Glen  Albyn","HIGH","SPEY","gold",0
"593","Glenallachie","HIGH","SPEY","gold",0
"594","Glenburgie","HIGH","SPEY","gold",1
"595","Glencadam","HIGH","EAST","gold",0
"596","Glen Deveron","HIGH","SPEY","gold",1
"597","Glendronach","HIGH","SPEY","gold",1
"598","Glendullan","HIGH","SPEY","gold",0
"599","Glen Elgin","HIGH","SPEY","gold",0
"600","Glenesk","HIGH","EAST","gold",1
"601","Glenfarclas","HIGH","SPEY","gold",0
"602","Glenfiddich","HIGH","SPEY","gold",0
"603","Glen Garioch","HIGH","EAST","gold",0
"604","Glenglassaugh","HIGH","SPEY","gold",1
"605","Glengoyne","HIGH","WEST","gold",0
"606","Glen Grant","HIGH","SPEY","gold",0
"607","Glen Keith","HIGH","SPEY","gold",0
"608","Glenkinchie","LOW","EAST","gold",1
"609","Glenlivet","HIGH","SPEY","gold",0
"610","Glenlochy","HIGH","WEST","gold",0
"611","Glenlossie","HIGH","SPEY","gold",0
"612","Glen Mhor","HIGH","SPEY","gold",1
"613","Glenmorangie","HIGH","NORTH","gold",0
"614","Glen Moray","HIGH","SPEY","gold",0
"615","Glen Ordie","HIGH","NORTH","gold",0
"616","Glenrothes","HIGH","SPEY","gold",0
"617","Glen Scotia","LOW","CAMPBEL","gold",0
"618","Glen Spey","HIGH","SPEY","gold",1
"619","Glentauchers","HIGH","SPEY","gold",0
"620","Glenturret","HIGH","MIDLAND","gold",0
"621","Glenugie","HIGH","EAST","gold",0
"622","Glenury Royal","HIGH","EAST","gold",0
"623","Highland Park","HIGH","ORKNEY","gold",0
"624","Imperial","HIGH","SPEY","gold",0
"625","Inchgower","HIGH","SPEY","gold",1
"626","Inchmurrin","HIGH","WEST","gold",0
"627","Inverleven","LOW","WEST","gold",1
"628","Jura","HIGH","JURA","gold",1
"629","Kinclaith","LOW","WEST","gold",0
"630","Knockando","HIGH","SPEY","gold",0
"631","Knockdhu","HIGH","SPEY","gold",1
"632","Ladyburn","LOW","WEST","gold",0
"633","Lagavulin","ISLAY","SOUTH","gold",0
"634","Laphroaig","ISLAY","SOUTH","gold",0
"635","Linkwood","HIGH","SPEY","gold",0
"636","Littlemill","LOW","NORTHWEST","gold",0
"637","Lochnagar","HIGH","EAST","gold",0
"638","Lochside","HIGH","EAST","gold",0
"639","Longmorn","HIGH","SPEY","gold",0
"640","Macallan","HIGH","SPEY","gold",0
"641","Millburn","HIGH","SPEY","gold",0
"642","Miltonduff","HIGH","SPEY","gold",0
"643","Mortlach","HIGH","SPEY","gold",0
"644","North Port","HIGH","EAST","gold",0
"645","Oban","HIGH","WEST","gold",0
"646","Port Ellen","ISLAY","SOUTH","gold",0
"647","Pulteney","HIGH","NORTH","gold",0
"648","Rosebank","LOW","CENTRAL","gold",0
"649","Saint Magdalene","LOW","CENTRAL","gold",0
"650","Scapa","HIGH","ORKNEY","gold",0
"651","Singleton","HIGH","SPEY","gold",0
"652","Speyburn","HIGH","SPEY","gold",0
"653","Springbank","LOW","CAMPBEL","gold",1
"654","Springbank-Longrow","LOW","CAMPBEL","gold",1
"655","Strathisla","HIGH","SPEY","gold",0
"656","Talisker","HIGH","SKYE","gold",0
"657","Tamdhu","HIGH","SPEY","gold",0
"658","Tamnavulin","HIGH","SPEY","gold",0
"659","Teaninich","HIGH","NORTH","gold",0
"660","Tobermory","HIGH","MULL","gold",0
"661","Tomatin","HIGH","SPEY","gold",0
"662","Tomintoul","HIGH","SPEY","gold",0
"663","Tormore","HIGH","SPEY","gold",0
"664","Tullibardine","HIGH","MIDLAND","gold",1
"665","","","","gold",NA
"666","","","","gold",21
"667","Aberfeldy","HIGH","MIDLAND","o.gold",0
"668","Aberlour","HIGH","SPEY","o.gold",0
"669","Ardberg","ISLAY","SOUTH","o.gold",0
"670","Ardmore","HIGH","SPEY","o.gold",0
"671","Auchentoshan","LOW","WEST","o.gold",0
"672","Aultmore","HIGH","SPEY","o.gold",0
"673","Balblair","HIGH","NORTH","o.gold",0
"674","Balmenach","HIGH","SPEY","o.gold",0
"675","Balvenie","HIGH","SPEY","o.gold",0
"676","Banff","HIGH","SPEY","o.gold",0
"677","Ben Nevis","HIGH","WEST","o.gold",0
"678","Benriach","HIGH","SPEY","o.gold",0
"679","Benrinnes","HIGH","SPEY","o.gold",0
"680","Benromach","HIGH","SPEY","o.gold",0
"681","Bladnoch","LOW","BORDERS","o.gold",0
"682","Blair Athol","HIGH","MIDLAND","o.gold",0
"683","Bowmore","ISLAY","LOCH","o.gold",1
"684","Brackla","HIGH","SPEY","o.gold",1
"685","Bruichladdich","ISLAY","LOCH","o.gold",0
"686","Bunnahabhain","ISLAY","NORTH","o.gold",0
"687","Caol Ila","ISLAY","NORTH","o.gold",0
"688","Caperdonich","HIGH","SPEY","o.gold",0
"689","Cardhu","HIGH","SPEY","o.gold",0
"690","Clynelish","HIGH","NORTH","o.gold",0
"691","Coleburn","HIGH","SPEY","o.gold",0
"692","Convalmore","HIGH","SPEY","o.gold",0
"693","Cragganmore","HIGH","SPEY","o.gold",0
"694","Craigellachie","HIGH","SPEY","o.gold",0
"695","Dailuaine","HIGH","SPEY","o.gold",0
"696","Dallas Dhu","HIGH","SPEY","o.gold",0
"697","Dalmore","HIGH","NORTH","o.gold",0
"698","Dalwhinnie","HIGH","SPEY","o.gold",0
"699","Deanston","HIGH","MIDLAND","o.gold",0
"700","Dufftown","HIGH","SPEY","o.gold",0
"701","Edradour","HIGH","MIDLAND","o.gold",0
"702","Fettercairn","HIGH","EAST","o.gold",0
"703","Glen  Albyn","HIGH","SPEY","o.gold",0
"704","Glenallachie","HIGH","SPEY","o.gold",0
"705","Glenburgie","HIGH","SPEY","o.gold",0
"706","Glencadam","HIGH","EAST","o.gold",0
"707","Glen Deveron","HIGH","SPEY","o.gold",0
"708","Glendronach","HIGH","SPEY","o.gold",0
"709","Glendullan","HIGH","SPEY","o.gold",0
"710","Glen Elgin","HIGH","SPEY","o.gold",0
"711","Glenesk","HIGH","EAST","o.gold",0
"712","Glenfarclas","HIGH","SPEY","o.gold",0
"713","Glenfiddich","HIGH","SPEY","o.gold",0
"714","Glen Garioch","HIGH","EAST","o.gold",0
"715","Glenglassaugh","HIGH","SPEY","o.gold",0
"716","Glengoyne","HIGH","WEST","o.gold",0
"717","Glen Grant","HIGH","SPEY","o.gold",0
"718","Glen Keith","HIGH","SPEY","o.gold",0
"719","Glenkinchie","LOW","EAST","o.gold",0
"720","Glenlivet","HIGH","SPEY","o.gold",0
"721","Glenlochy","HIGH","WEST","o.gold",0
"722","Glenlossie","HIGH","SPEY","o.gold",0
"723","Glen Mhor","HIGH","SPEY","o.gold",0
"724","Glenmorangie","HIGH","NORTH","o.gold",0
"725","Glen Moray","HIGH","SPEY","o.gold",0
"726","Glen Ordie","HIGH","NORTH","o.gold",0
"727","Glenrothes","HIGH","SPEY","o.gold",0
"728","Glen Scotia","LOW","CAMPBEL","o.gold",0
"729","Glen Spey","HIGH","SPEY","o.gold",0
"730","Glentauchers","HIGH","SPEY","o.gold",0
"731","Glenturret","HIGH","MIDLAND","o.gold",0
"732","Glenugie","HIGH","EAST","o.gold",0
"733","Glenury Royal","HIGH","EAST","o.gold",0
"734","Highland Park","HIGH","ORKNEY","o.gold",0
"735","Imperial","HIGH","SPEY","o.gold",0
"736","Inchgower","HIGH","SPEY","o.gold",0
"737","Inchmurrin","HIGH","WEST","o.gold",0
"738","Inverleven","LOW","WEST","o.gold",0
"739","Jura","HIGH","JURA","o.gold",0
"740","Kinclaith","LOW","WEST","o.gold",0
"741","Knockando","HIGH","SPEY","o.gold",0
"742","Knockdhu","HIGH","SPEY","o.gold",0
"743","Ladyburn","LOW","WEST","o.gold",0
"744","Lagavulin","ISLAY","SOUTH","o.gold",0
"745","Laphroaig","ISLAY","SOUTH","o.gold",0
"746","Linkwood","HIGH","SPEY","o.gold",0
"747","Littlemill","LOW","NORTHWEST","o.gold",0
"748","Lochnagar","HIGH","EAST","o.gold",0
"749","Lochside","HIGH","EAST","o.gold",0
"750","Longmorn","HIGH","SPEY","o.gold",0
"751","Macallan","HIGH","SPEY","o.gold",0
"752","Millburn","HIGH","SPEY","o.gold",0
"753","Miltonduff","HIGH","SPEY","o.gold",0
"754","Mortlach","HIGH","SPEY","o.gold",0
"755","North Port","HIGH","EAST","o.gold",0
"756","Oban","HIGH","WEST","o.gold",0
"757","Port Ellen","ISLAY","SOUTH","o.gold",0
"758","Pulteney","HIGH","NORTH","o.gold",0
"759","Rosebank","LOW","CENTRAL","o.gold",0
"760","Saint Magdalene","LOW","CENTRAL","o.gold",0
"761","Scapa","HIGH","ORKNEY","o.gold",0
"762","Singleton","HIGH","SPEY","o.gold",0
"763","Speyburn","HIGH","SPEY","o.gold",0
"764","Springbank","LOW","CAMPBEL","o.gold",0
"765","Springbank-Longrow","LOW","CAMPBEL","o.gold",0
"766","Strathisla","HIGH","SPEY","o.gold",0
"767","Talisker","HIGH","SKYE","o.gold",0
"768","Tamdhu","HIGH","SPEY","o.gold",0
"769","Tamnavulin","HIGH","SPEY","o.gold",0
"770","Teaninich","HIGH","NORTH","o.gold",0
"771","Tobermory","HIGH","MULL","o.gold",0
"772","Tomatin","HIGH","SPEY","o.gold",0
"773","Tomintoul","HIGH","SPEY","o.gold",0
"774","Tormore","HIGH","SPEY","o.gold",0
"775","Tullibardine","HIGH","MIDLAND","o.gold",0
"776","","","","o.gold",NA
"777","","","","o.gold",2
"778","Aberfeldy","HIGH","MIDLAND","f.gold",0
"779","Aberlour","HIGH","SPEY","f.gold",0
"780","Ardberg","ISLAY","SOUTH","f.gold",0
"781","Ardmore","HIGH","SPEY","f.gold",0
"782","Auchentoshan","LOW","WEST","f.gold",0
"783","Aultmore","HIGH","SPEY","f.gold",0
"784","Balblair","HIGH","NORTH","f.gold",0
"785","Balmenach","HIGH","SPEY","f.gold",0
"786","Balvenie","HIGH","SPEY","f.gold",0
"787","Banff","HIGH","SPEY","f.gold",1
"788","Ben Nevis","HIGH","WEST","f.gold",0
"789","Benriach","HIGH","SPEY","f.gold",0
"790","Benrinnes","HIGH","SPEY","f.gold",0
"791","Benromach","HIGH","SPEY","f.gold",0
"792","Bladnoch","LOW","BORDERS","f.gold",0
"793","Blair Athol","HIGH","MIDLAND","f.gold",0
"794","Bowmore","ISLAY","LOCH","f.gold",0
"795","Brackla","HIGH","SPEY","f.gold",0
"796","Bruichladdich","ISLAY","LOCH","f.gold",0
"797","Bunnahabhain","ISLAY","NORTH","f.gold",0
"798","Caol Ila","ISLAY","NORTH","f.gold",0
"799","Caperdonich","HIGH","SPEY","f.gold",1
"800","Cardhu","HIGH","SPEY","f.gold",0
"801","Clynelish","HIGH","NORTH","f.gold",0
"802","Coleburn","HIGH","SPEY","f.gold",0
"803","Convalmore","HIGH","SPEY","f.gold",1
"804","Cragganmore","HIGH","SPEY","f.gold",0
"805","Craigellachie","HIGH","SPEY","f.gold",1
"806","Dailuaine","HIGH","SPEY","f.gold",0
"807","Dallas Dhu","HIGH","SPEY","f.gold",0
"808","Dalmore","HIGH","NORTH","f.gold",0
"809","Dalwhinnie","HIGH","SPEY","f.gold",0
"810","Deanston","HIGH","MIDLAND","f.gold",0
"811","Dufftown","HIGH","SPEY","f.gold",1
"812","Edradour","HIGH","MIDLAND","f.gold",0
"813","Fettercairn","HIGH","EAST","f.gold",0
"814","Glen  Albyn","HIGH","SPEY","f.gold",0
"815","Glenallachie","HIGH","SPEY","f.gold",0
"816","Glenburgie","HIGH","SPEY","f.gold",0
"817","Glencadam","HIGH","EAST","f.gold",1
"818","Glen Deveron","HIGH","SPEY","f.gold",0
"819","Glendronach","HIGH","SPEY","f.gold",0
"820","Glendullan","HIGH","SPEY","f.gold",0
"821","Glen Elgin","HIGH","SPEY","f.gold",1
"822","Glenesk","HIGH","EAST","f.gold",0
"823","Glenfarclas","HIGH","SPEY","f.gold",0
"824","Glenfiddich","HIGH","SPEY","f.gold",0
"825","Glen Garioch","HIGH","EAST","f.gold",1
"826","Glenglassaugh","HIGH","SPEY","f.gold",0
"827","Glengoyne","HIGH","WEST","f.gold",1
"828","Glen Grant","HIGH","SPEY","f.gold",1
"829","Glen Keith","HIGH","SPEY","f.gold",0
"830","Glenkinchie","LOW","EAST","f.gold",0
"831","Glenlivet","HIGH","SPEY","f.gold",0
"832","Glenlochy","HIGH","WEST","f.gold",1
"833","Glenlossie","HIGH","SPEY","f.gold",1
"834","Glen Mhor","HIGH","SPEY","f.gold",0
"835","Glenmorangie","HIGH","NORTH","f.gold",0
"836","Glen Moray","HIGH","SPEY","f.gold",0
"837","Glen Ordie","HIGH","NORTH","f.gold",1
"838","Glenrothes","HIGH","SPEY","f.gold",1
"839","Glen Scotia","LOW","CAMPBEL","f.gold",1
"840","Glen Spey","HIGH","SPEY","f.gold",0
"841","Glentauchers","HIGH","SPEY","f.gold",0
"842","Glenturret","HIGH","MIDLAND","f.gold",0
"843","Glenugie","HIGH","EAST","f.gold",1
"844","Glenury Royal","HIGH","EAST","f.gold",0
"845","Highland Park","HIGH","ORKNEY","f.gold",0
"846","Imperial","HIGH","SPEY","f.gold",1
"847","Inchgower","HIGH","SPEY","f.gold",0
"848","Inchmurrin","HIGH","WEST","f.gold",1
"849","Inverleven","LOW","WEST","f.gold",0
"850","Jura","HIGH","JURA","f.gold",0
"851","Kinclaith","LOW","WEST","f.gold",0
"852","Knockando","HIGH","SPEY","f.gold",0
"853","Knockdhu","HIGH","SPEY","f.gold",0
"854","Ladyburn","LOW","WEST","f.gold",0
"855","Lagavulin","ISLAY","SOUTH","f.gold",0
"856","Laphroaig","ISLAY","SOUTH","f.gold",1
"857","Linkwood","HIGH","SPEY","f.gold",1
"858","Littlemill","LOW","NORTHWEST","f.gold",0
"859","Lochnagar","HIGH","EAST","f.gold",1
"860","Lochside","HIGH","EAST","f.gold",0
"861","Longmorn","HIGH","SPEY","f.gold",1
"862","Macallan","HIGH","SPEY","f.gold",0
"863","Millburn","HIGH","SPEY","f.gold",0
"864","Miltonduff","HIGH","SPEY","f.gold",0
"865","Mortlach","HIGH","SPEY","f.gold",0
"866","North Port","HIGH","EAST","f.gold",1
"867","Oban","HIGH","WEST","f.gold",0
"868","Port Ellen","ISLAY","SOUTH","f.gold",0
"869","Pulteney","HIGH","NORTH","f.gold",0
"870","Rosebank","LOW","CENTRAL","f.gold",0
"871","Saint Magdalene","LOW","CENTRAL","f.gold",0
"872","Scapa","HIGH","ORKNEY","f.gold",0
"873","Singleton","HIGH","SPEY","f.gold",0
"874","Speyburn","HIGH","SPEY","f.gold",0
"875","Springbank","LOW","CAMPBEL","f.gold",0
"876","Springbank-Longrow","LOW","CAMPBEL","f.gold",0
"877","Strathisla","HIGH","SPEY","f.gold",0
"878","Talisker","HIGH","SKYE","f.gold",0
"879","Tamdhu","HIGH","SPEY","f.gold",0
"880","Tamnavulin","HIGH","SPEY","f.gold",0
"881","Teaninich","HIGH","NORTH","f.gold",0
"882","Tobermory","HIGH","MULL","f.gold",1
"883","Tomatin","HIGH","SPEY","f.gold",1
"884","Tomintoul","HIGH","SPEY","f.gold",1
"885","Tormore","HIGH","SPEY","f.gold",1
"886","Tullibardine","HIGH","MIDLAND","f.gold",0
"887","","","","f.gold",NA
"888","","","","f.gold",27
"889","Aberfeldy","HIGH","MIDLAND","bronze",0
"890","Aberlour","HIGH","SPEY","bronze",0
"891","Ardberg","ISLAY","SOUTH","bronze",0
"892","Ardmore","HIGH","SPEY","bronze",0
"893","Auchentoshan","LOW","WEST","bronze",0
"894","Aultmore","HIGH","SPEY","bronze",0
"895","Balblair","HIGH","NORTH","bronze",0
"896","Balmenach","HIGH","SPEY","bronze",0
"897","Balvenie","HIGH","SPEY","bronze",0
"898","Banff","HIGH","SPEY","bronze",0
"899","Ben Nevis","HIGH","WEST","bronze",0
"900","Benriach","HIGH","SPEY","bronze",0
"901","Benrinnes","HIGH","SPEY","bronze",0
"902","Benromach","HIGH","SPEY","bronze",0
"903","Bladnoch","LOW","BORDERS","bronze",0
"904","Blair Athol","HIGH","MIDLAND","bronze",0
"905","Bowmore","ISLAY","LOCH","bronze",0
"906","Brackla","HIGH","SPEY","bronze",0
"907","Bruichladdich","ISLAY","LOCH","bronze",0
"908","Bunnahabhain","ISLAY","NORTH","bronze",0
"909","Caol Ila","ISLAY","NORTH","bronze",0
"910","Caperdonich","HIGH","SPEY","bronze",0
"911","Cardhu","HIGH","SPEY","bronze",0
"912","Clynelish","HIGH","NORTH","bronze",0
"913","Coleburn","HIGH","SPEY","bronze",0
"914","Convalmore","HIGH","SPEY","bronze",0
"915","Cragganmore","HIGH","SPEY","bronze",0
"916","Craigellachie","HIGH","SPEY","bronze",0
"917","Dailuaine","HIGH","SPEY","bronze",0
"918","Dallas Dhu","HIGH","SPEY","bronze",0
"919","Dalmore","HIGH","NORTH","bronze",0
"920","Dalwhinnie","HIGH","SPEY","bronze",0
"921","Deanston","HIGH","MIDLAND","bronze",0
"922","Dufftown","HIGH","SPEY","bronze",0
"923","Edradour","HIGH","MIDLAND","bronze",0
"924","Fettercairn","HIGH","EAST","bronze",0
"925","Glen  Albyn","HIGH","SPEY","bronze",0
"926","Glenallachie","HIGH","SPEY","bronze",0
"927","Glenburgie","HIGH","SPEY","bronze",0
"928","Glencadam","HIGH","EAST","bronze",0
"929","Glen Deveron","HIGH","SPEY","bronze",0
"930","Glendronach","HIGH","SPEY","bronze",0
"931","Glendullan","HIGH","SPEY","bronze",0
"932","Glen Elgin","HIGH","SPEY","bronze",0
"933","Glenesk","HIGH","EAST","bronze",0
"934","Glenfarclas","HIGH","SPEY","bronze",1
"935","Glenfiddich","HIGH","SPEY","bronze",0
"936","Glen Garioch","HIGH","EAST","bronze",0
"937","Glenglassaugh","HIGH","SPEY","bronze",0
"938","Glengoyne","HIGH","WEST","bronze",0
"939","Glen Grant","HIGH","SPEY","bronze",0
"940","Glen Keith","HIGH","SPEY","bronze",1
"941","Glenkinchie","LOW","EAST","bronze",0
"942","Glenlivet","HIGH","SPEY","bronze",0
"943","Glenlochy","HIGH","WEST","bronze",0
"944","Glenlossie","HIGH","SPEY","bronze",0
"945","Glen Mhor","HIGH","SPEY","bronze",0
"946","Glenmorangie","HIGH","NORTH","bronze",0
"947","Glen Moray","HIGH","SPEY","bronze",0
"948","Glen Ordie","HIGH","NORTH","bronze",0
"949","Glenrothes","HIGH","SPEY","bronze",0
"950","Glen Scotia","LOW","CAMPBEL","bronze",0
"951","Glen Spey","HIGH","SPEY","bronze",0
"952","Glentauchers","HIGH","SPEY","bronze",0
"953","Glenturret","HIGH","MIDLAND","bronze",0
"954","Glenugie","HIGH","EAST","bronze",0
"955","Glenury Royal","HIGH","EAST","bronze",1
"956","Highland Park","HIGH","ORKNEY","bronze",0
"957","Imperial","HIGH","SPEY","bronze",0
"958","Inchgower","HIGH","SPEY","bronze",0
"959","Inchmurrin","HIGH","WEST","bronze",0
"960","Inverleven","LOW","WEST","bronze",0
"961","Jura","HIGH","JURA","bronze",0
"962","Kinclaith","LOW","WEST","bronze",1
"963","Knockando","HIGH","SPEY","bronze",0
"964","Knockdhu","HIGH","SPEY","bronze",0
"965","Ladyburn","LOW","WEST","bronze",0
"966","Lagavulin","ISLAY","SOUTH","bronze",0
"967","Laphroaig","ISLAY","SOUTH","bronze",0
"968","Linkwood","HIGH","SPEY","bronze",0
"969","Littlemill","LOW","NORTHWEST","bronze",0
"970","Lochnagar","HIGH","EAST","bronze",0
"971","Lochside","HIGH","EAST","bronze",0
"972","Longmorn","HIGH","SPEY","bronze",0
"973","Macallan","HIGH","SPEY","bronze",0
"974","Millburn","HIGH","SPEY","bronze",0
"975","Miltonduff","HIGH","SPEY","bronze",0
"976","Mortlach","HIGH","SPEY","bronze",0
"977","North Port","HIGH","EAST","bronze",0
"978","Oban","HIGH","WEST","bronze",0
"979","Port Ellen","ISLAY","SOUTH","bronze",0
"980","Pulteney","HIGH","NORTH","bronze",0
"981","Rosebank","LOW","CENTRAL","bronze",0
"982","Saint Magdalene","LOW","CENTRAL","bronze",0
"983","Scapa","HIGH","ORKNEY","bronze",0
"984","Singleton","HIGH","SPEY","bronze",0
"985","Speyburn","HIGH","SPEY","bronze",1
"986","Springbank","LOW","CAMPBEL","bronze",0
"987","Springbank-Longrow","LOW","CAMPBEL","bronze",0
"988","Strathisla","HIGH","SPEY","bronze",0
"989","Talisker","HIGH","SKYE","bronze",0
"990","Tamdhu","HIGH","SPEY","bronze",0
"991","Tamnavulin","HIGH","SPEY","bronze",0
"992","Teaninich","HIGH","NORTH","bronze",0
"993","Tobermory","HIGH","MULL","bronze",0
"994","Tomatin","HIGH","SPEY","bronze",0
"995","Tomintoul","HIGH","SPEY","bronze",0
"996","Tormore","HIGH","SPEY","bronze",0
"997","Tullibardine","HIGH","MIDLAND","bronze",0
"998","","","","bronze",NA
"999","","","","bronze",5
"1000","Aberfeldy","HIGH","MIDLAND","p.amber",0
"1001","Aberlour","HIGH","SPEY","p.amber",0
"1002","Ardberg","ISLAY","SOUTH","p.amber",0
"1003","Ardmore","HIGH","SPEY","p.amber",0
"1004","Auchentoshan","LOW","WEST","p.amber",0
"1005","Aultmore","HIGH","SPEY","p.amber",0
"1006","Balblair","HIGH","NORTH","p.amber",0
"1007","Balmenach","HIGH","SPEY","p.amber",0
"1008","Balvenie","HIGH","SPEY","p.amber",0
"1009","Banff","HIGH","SPEY","p.amber",0
"1010","Ben Nevis","HIGH","WEST","p.amber",0
"1011","Benriach","HIGH","SPEY","p.amber",0
"1012","Benrinnes","HIGH","SPEY","p.amber",0
"1013","Benromach","HIGH","SPEY","p.amber",0
"1014","Bladnoch","LOW","BORDERS","p.amber",0
"1015","Blair Athol","HIGH","MIDLAND","p.amber",0
"1016","Bowmore","ISLAY","LOCH","p.amber",0
"1017","Brackla","HIGH","SPEY","p.amber",0
"1018","Bruichladdich","ISLAY","LOCH","p.amber",0
"1019","Bunnahabhain","ISLAY","NORTH","p.amber",0
"1020","Caol Ila","ISLAY","NORTH","p.amber",0
"1021","Caperdonich","HIGH","SPEY","p.amber",0
"1022","Cardhu","HIGH","SPEY","p.amber",0
"1023","Clynelish","HIGH","NORTH","p.amber",0
"1024","Coleburn","HIGH","SPEY","p.amber",0
"1025","Convalmore","HIGH","SPEY","p.amber",0
"1026","Cragganmore","HIGH","SPEY","p.amber",0
"1027","Craigellachie","HIGH","SPEY","p.amber",0
"1028","Dailuaine","HIGH","SPEY","p.amber",0
"1029","Dallas Dhu","HIGH","SPEY","p.amber",0
"1030","Dalmore","HIGH","NORTH","p.amber",0
"1031","Dalwhinnie","HIGH","SPEY","p.amber",0
"1032","Deanston","HIGH","MIDLAND","p.amber",0
"1033","Dufftown","HIGH","SPEY","p.amber",0
"1034","Edradour","HIGH","MIDLAND","p.amber",0
"1035","Fettercairn","HIGH","EAST","p.amber",0
"1036","Glen  Albyn","HIGH","SPEY","p.amber",0
"1037","Glenallachie","HIGH","SPEY","p.amber",0
"1038","Glenburgie","HIGH","SPEY","p.amber",0
"1039","Glencadam","HIGH","EAST","p.amber",0
"1040","Glen Deveron","HIGH","SPEY","p.amber",0
"1041","Glendronach","HIGH","SPEY","p.amber",0
"1042","Glendullan","HIGH","SPEY","p.amber",0
"1043","Glen Elgin","HIGH","SPEY","p.amber",0
"1044","Glenesk","HIGH","EAST","p.amber",0
"1045","Glenfarclas","HIGH","SPEY","p.amber",0
"1046","Glenfiddich","HIGH","SPEY","p.amber",0
"1047","Glen Garioch","HIGH","EAST","p.amber",0
"1048","Glenglassaugh","HIGH","SPEY","p.amber",0
